ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
637	SGyeongsang	Nine	a-hɨp	a-hɨp	a h ɨ p		94_nine-1	376	a h ɨ p	V C V C	a h ɨ p	a h ɨ p	V C V C
299	SJeolla	Nine	a-hɨp	a-hɨp	a h ɨ p		94_nine-1	376	a h ɨ p	V C V C	a h ɨ p	a h ɨ p	V C V C
2002	SPyongan	Nine	a-hup	a-hup	a h u p		94_nine-1	376	a h u p	V C V C	a h u p	a h u p	V C V C
1586	Gangwon	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
1392	Gyeonggi	One	ha-na	ha-na	h a n a		98_one-1	380	h a - n a	C V C V	h a - n a	h a n a	C V C V
2315	MKorean	One	ha-na	ha-na	h a n a		98_one-1	380	h a - n a	C V C V	h a - n a	h a n a	C V C V
1159	NChungcheong	One	han-kɛ	han-kɛ	h a n k ɛ		98_one-1	380	h a n k ɛ	C V C C V	h a n k ɛ	h a n k ɛ	C V C C V
820	NGyeongsang	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
452	NJeolla	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
2105	NPyongan	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
987	SChungcheong	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
629	SGyeongsang	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
293	SJeolla	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
1996	SPyongan	One	han-na	han-na	h a n n a		98_one-1	380	h a n n a	C V C C V	h a n n a	h a n n a	C V C C V
1592	Gangwon	Seven	il-ko	il-ko	i l k o		118_seven-1	34	i - l k o	V C C V	- i - l k o -	i l k o	V C C V
1398	Gyeonggi	Seven	il-kop	il-kop	i l k o		118_seven-1	34	i - l k o	V C C V	- i - l k o p	i l k o p	V C C V C
2321	MKorean	Seven	nil-kop	nil-kop	i l k o		118_seven-1	34	i - l k o	V C C V	n i - l k o p	n i l k o p	C V C C V C
1164	NChungcheong	Seven	il-ko	il-ko	i l k o		118_seven-1	34	i - l k o	V C C V	- i - l k o -	i l k o	V C C V
826	NGyeongsang	Seven	i-il-kop	i-il-kop	i i l k o		118_seven-1	34	i i l k o	V V C C V	- i i l k o p	i i l k o p	V V C C V C
456	NJeolla	Seven	il-ko	il-ko	i l k o		118_seven-1	34	i - l k o	V C C V	- i - l k o -	i l k o	V C C V
635	SGyeongsang	Seven	il-ko	il-ko	i l k o		118_seven-1	34	i - l k o	V C C V	- i - l k o -	i l k o	V C C V
297	SJeolla	Seven	nil-kop	nil-kop	i l k o		118_seven-1	34	i - l k o	V C C V	n i - l k o p	n i l k o p	C V C C V C
1591	Gangwon	Six	je-sə	je-sə	dʑ e s ə		123_six-1	47	dʑ e s ə -	C V C V	- dʑ e s ə -	dʑ e s ə	C V C V
1397	Gyeonggi	Six	je-sət	je-sət	dʑ e s ə t		123_six-1	47	dʑ e s ə t	C V C V C	- dʑ e s ə t	dʑ e s ə t	C V C V C
130	Jeju	Six	ja-sət	ja-sət	dʑ a s ə t		123_six-1	47	dʑ a s ə t	C V C V C	- dʑ a s ə t	dʑ a s ə t	C V C V C
2320	MKorean	Six	je-sat	je-sat	dʑ e s a t		123_six-1	47	dʑ e s a t	C V C V C	- dʑ e s a t	dʑ e s a t	C V C V C
825	NGyeongsang	Six	je-sə	je-sə	dʑ e s ə		123_six-1	47	dʑ e s ə -	C V C V	- dʑ e s ə -	dʑ e s ə	C V C V
2109	NPyongan	Six	je-sɨt	je-sɨt	dʑ e s ɨ t		123_six-1	47	dʑ e s ɨ t	C V C V C	- dʑ e s ɨ t	dʑ e s ɨ t	C V C V C
634	SGyeongsang	Six	ja-sət	ja-sət	dʑ a s ə t		123_six-1	47	dʑ a s ə t	C V C V C	- dʑ a s ə t	dʑ a s ə t	C V C V C
1787	SHamgyong	Six	je-sɨl	je-sɨl	dʑ e s ɨ l		123_six-1	47	dʑ e s ɨ l	C V C V C	- dʑ e s ɨ l	dʑ e s ɨ l	C V C V C
296	SJeolla	Six	njə-sət	njə-sət	dʑ ə s ə t		123_six-1	47	dʑ ə s ə t	C V C V C	n dʑ ə s ə t	n dʑ ə s ə t	C C V C V C
2000	SPyongan	Six	je-sɨt	je-sɨt	dʑ e s ɨ t		123_six-1	47	dʑ e s ɨ t	C V C V C	- dʑ e s ɨ t	dʑ e s ɨ t	C V C V C
1401	Gyeonggi	Ten	njəl	njəl	dʑ ə l		140_ten-1	76	dʑ ə l	C V C	n dʑ ə l	n dʑ ə l	C C V C
2324	MKorean	Ten	jǝl	jǝl	dʑ ə l		140_ten-1	76	dʑ ə l	C V C	- dʑ ə l	dʑ ə l	C V C
1167	NChungcheong	Ten	njəl	njəl	dʑ ə l		140_ten-1	76	dʑ ə l	C V C	n dʑ ə l	n dʑ ə l	C C V C
1893	NHamgyong	Ten	jal	jal	dʑ a l		140_ten-1	76	dʑ a l	C V C	- dʑ a l	dʑ a l	C V C
994	SChungcheong	Ten	njəl	njəl	dʑ ə l		140_ten-1	76	dʑ ə l	C V C	n dʑ ə l	n dʑ ə l	C C V C
1789	SHamgyong	Ten	jal	jal	dʑ a l		140_ten-1	76	dʑ a l	C V C	- dʑ a l	dʑ a l	C V C
1588	Gangwon	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
1394	Gyeonggi	Three	set	set	s e		149_three-1	87	s e -	C V	s e - t	s e t	C V C
129	Jeju	Three	sit	sit	s i		149_three-1	87	s i -	C V	s i - t	s i t	C V C
2317	MKorean	Three	se	se	s e		149_three-1	87	s e -	C V	s e - -	s e	C V
1161	NChungcheong	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
822	NGyeongsang	Three	sɛt	sɛt	s ɛ		149_three-1	87	s ɛ -	C V	s ɛ - t	s ɛ t	C V C
1891	NHamgyong	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
454	NJeolla	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
2107	NPyongan	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
989	SChungcheong	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
631	SGyeongsang	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
1786	SHamgyong	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
294	SJeolla	Three	se	se	s e		149_three-1	87	s e -	C V	s e - -	s e	C V
1998	SPyongan	Three	sə-i	sə-i	s ə i		149_three-1	87	s ə i	C V V	s ə i -	s ə i	C V V
1595	Gangwon	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
1402	Gyeonggi	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
133	Jeju	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
2325	MKorean	Twenty	sɨ-mɨl	sɨ-mɨl	s ɨ m ɨ l		224_twenty-1	210	s ɨ m ɨ l	C V C V C	s ɨ m ɨ l	s ɨ m ɨ l	C V C V C
1168	NChungcheong	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
829	NGyeongsang	Twenty	sə-mul	sə-mul	s ə m u l		224_twenty-1	210	s ə m u l	C V C V C	s ə m u l	s ə m u l	C V C V C
459	NJeolla	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
995	SChungcheong	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
638	SGyeongsang	Twenty	su-mul	su-mul	s u m u l		224_twenty-1	210	s u m u l	C V C V C	s u m u l	s u m u l	C V C V C
300	SJeolla	Twenty	su-məl	su-məl	s u m ə l		224_twenty-1	210	s u m ə l	C V C V C	s u m ə l	s u m ə l	C V C V C
1587	Gangwon	Two	tu-na	tu-na	t u n a		225_two-1	211	t u n a -	C V C V	t u n a -	t u n a	C V C V
1393	Gyeonggi	Two	tul	tul	t u l		225_two-1	211	t u - - l	C V C	t u - - l	t u l	C V C
1687	Hwanghae	Two	tu-hɨl	tu-hɨl	t u h ɨ l		225_two-1	211	t u h ɨ l	C V C V C	t u h ɨ l	t u h ɨ l	C V C V C
2316	MKorean	Two	tul	tul	t u l		225_two-1	211	t u - - l	C V C	t u - - l	t u l	C V C
1160	NChungcheong	Two	tu-kɛ	tu-kɛ	t u k ɛ		225_two-1	211	t u k ɛ -	C V C V	t u k ɛ -	t u k ɛ	C V C V
821	NGyeongsang	Two	tu-kɛ	tu-kɛ	t u k ɛ		225_two-1	211	t u k ɛ -	C V C V	t u k ɛ -	t u k ɛ	C V C V
453	NJeolla	Two	tu-ul	tu-ul	t u u l		225_two-1	211	t u - u l	C V V C	t u - u l	t u u l	C V V C
2106	NPyongan	Two	tu-ul	tu-ul	t u u l		225_two-1	211	t u - u l	C V V C	t u - u l	t u u l	C V V C
988	SChungcheong	Two	tu-kɛ	tu-kɛ	t u k ɛ		225_two-1	211	t u k ɛ -	C V C V	t u k ɛ -	t u k ɛ	C V C V
630	SGyeongsang	Two	tu	tu	t u		225_two-1	211	t u - - -	C V	t u - - -	t u	C V
1785	SHamgyong	Two	tu-hɨl	tu-hɨl	t u h ɨ l		225_two-1	211	t u h ɨ l	C V C V C	t u h ɨ l	t u h ɨ l	C V C V C
1997	SPyongan	Two	tu-ul	tu-ul	t u u l		225_two-1	211	t u - u l	C V V C	t u - u l	t u u l	C V V C
1573	Gangwon	above	u	u	u		1_above-1	165	u - -	V	u - - - - -	u	V
1368	Gyeonggi	above	ui	ui	u		1_above-1	165	u - -	V	u - - i - -	u i	V V
119	Jeju	above	u	u	u		1_above-1	165	u - -	V	u - - - - -	u	V
2291	MKorean	above	u	u	u		1_above-1	165	u - -	V	u - - - - -	u	V
1147	NChungcheong	above	u	u	u		1_above-1	165	u - -	V	u - - - - -	u	V
805	NGyeongsang	above	u	u	u		1_above-1	165	u - -	V	u - - - - -	u	V
442	NJeolla	above	u-gu	u-gu	u g		1_above-1	165	u - g	V C	u - g u - -	u g u	V C V
975	SChungcheong	above	ui-e	ui-e	u		1_above-1	165	u - -	V	u - - i e -	u i e	V V V
615	SGyeongsang	above	u	u	u		1_above-1	165	u - -	V	u - - - - -	u	V
283	SJeolla	above	ui-caŋ	ui-caŋ	u i tɕ		1_above-1	165	u i tɕ	V V C	u i tɕ a - ŋ	u i tɕ a ŋ	V V C V C
1385	Gyeonggi	all	mo-du	mo-du	m o d u		2_all-1	261	m o - d u	C V C V	m o - d u -	m o d u	C V C V
125	Jeju	all	mɔn-dak	mɔn-dak	m ɔ n d a		2_all-1	261	m ɔ n d a	C V C C V	m ɔ n d a k	m ɔ n d a k	C V C C V C
2308	MKorean	all	mo-ta	mo-ta	m o t a		2_all-1	261	m o - t a	C V C V	m o - t a -	m o t a	C V C V
1154	NChungcheong	all	moŋ-tak	moŋ-tak	m o ŋ t a		2_all-1	261	m o ŋ t a	C V C C V	m o ŋ t a k	m o ŋ t a k	C V C C V C
447	NJeolla	all	mo-do	mo-do	m o d o		2_all-1	261	m o - d o	C V C V	m o - d o -	m o d o	C V C V
982	SChungcheong	all	mo-do	mo-do	m o d o		2_all-1	261	m o - d o	C V C V	m o - d o -	m o d o	C V C V
1782	SHamgyong	all	mo-do	mo-do	m o d o		2_all-1	261	m o - d o	C V C V	m o - d o -	m o d o	C V C V
1581	Gangwon	all	ma-kʰa	ma-kʰa	m a kʰ a		2_all-2	262	m a kʰ - a	C V C V	m a kʰ - a -	m a kʰ a	C V C V
814	NGyeongsang	all	mak-ha	mak-ha	m a k h a		2_all-2	262	m a k h a	C V C C V	m a k h a -	m a k h a	C V C C V
2103	NPyongan	all	mɛl-c'ak	mɛl-c'ak	m ɛ l tɕ͈ a		2_all-2	262	m ɛ l tɕ͈ a	C V C C V	m ɛ l tɕ͈ a k	m ɛ l tɕ͈ a k	C V C C V C
623	SGyeongsang	all	mak-ha	mak-ha	m a k h a		2_all-2	262	m a k h a	C V C C V	m a k h a -	m a k h a	C V C C V
288	SJeolla	all	mal-c'aŋ	mal-c'aŋ	m a l tɕ͈ a		2_all-2	262	m a l tɕ͈ a	C V C C V	m a l tɕ͈ a ŋ	m a l tɕ͈ a ŋ	C V C C V C
1582	Gangwon	and	wa(kwa)/kʰwaŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1386	Gyeonggi	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1685	Hwanghae	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
126	Jeju	and	wa(kwa)/raŋ/yeŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
2309	MKorean	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1155	NChungcheong	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
815	NGyeongsang	and	wa(kwa)/kʰaŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1889	NHamgyong	and	wa(kwa)	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
448	NJeolla	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
2104	NPyongan	and	wa(kwa)	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
983	SChungcheong	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
624	SGyeongsang	and	wa(kwa)/kʰaŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1783	SHamgyong	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
289	SJeolla	and	wa(kwa)/raŋ	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1995	SPyongan	and	wa(kwa)	wa	w a		3_and-1	278	w a	C V	w a	w a	C V
1387	Gyeonggi	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
1686	Hwanghae	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
127	Jeju	and	wa(kwa)/raŋ/yeŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
2310	MKorean	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
1156	NChungcheong	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
449	NJeolla	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
984	SChungcheong	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
1784	SHamgyong	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
290	SJeolla	and	wa(kwa)/raŋ	raŋ	ɾ a ŋ		3_and-2	279	ɾ a ŋ	C V C	ɾ a ŋ	ɾ a ŋ	C V C
1583	Gangwon	and	wa(kwa)/kʰwaŋ	kʰwaŋ	kʰ w a ŋ		3_and-4	281	kʰ w a ŋ	C C V C	kʰ w a ŋ	kʰ w a ŋ	C C V C
816	NGyeongsang	and	wa(kwa)/kʰaŋ	kʰaŋ	kʰ a ŋ		3_and-4	281	kʰ - a ŋ	C V C	kʰ - a ŋ	kʰ a ŋ	C V C
625	SGyeongsang	and	wa(kwa)/kʰaŋ	kʰaŋ	kʰ a ŋ		3_and-4	281	kʰ - a ŋ	C V C	kʰ - a ŋ	kʰ a ŋ	C V C
1411	Gyeonggi	animal	cim-sɨŋ	cim-sɨŋ	tɕ i m s ɨ ŋ		4_animal-1	297	tɕ i m s ɨ ŋ	C V C C V C	tɕ i m s ɨ ŋ	tɕ i m s ɨ ŋ	C V C C V C
138	Jeju	animal	cuŋ-suŋ	cuŋ-suŋ	tɕ u ŋ s u ŋ		4_animal-1	297	tɕ u ŋ s u ŋ	C V C C V C	tɕ u ŋ s u ŋ	tɕ u ŋ s u ŋ	C V C C V C
2334	MKorean	animal	cim-siŋ	cim-siŋ	tɕ i m s i ŋ		4_animal-1	297	tɕ i m s i ŋ	C V C C V C	tɕ i m s i ŋ	tɕ i m s i ŋ	C V C C V C
1898	NHamgyong	animal	cɨm-sɨŋ	cɨm-sɨŋ	tɕ ɨ m s ɨ ŋ		4_animal-1	297	tɕ ɨ m s ɨ ŋ	C V C C V C	tɕ ɨ m s ɨ ŋ	tɕ ɨ m s ɨ ŋ	C V C C V C
2116	NPyongan	animal	cɨm-sɨŋ	cɨm-sɨŋ	tɕ ɨ m s ɨ ŋ		4_animal-1	297	tɕ ɨ m s ɨ ŋ	C V C C V C	tɕ ɨ m s ɨ ŋ	tɕ ɨ m s ɨ ŋ	C V C C V C
1794	SHamgyong	animal	cɨm-sɨŋ	cɨm-sɨŋ	tɕ ɨ m s ɨ ŋ		4_animal-1	297	tɕ ɨ m s ɨ ŋ	C V C C V C	tɕ ɨ m s ɨ ŋ	tɕ ɨ m s ɨ ŋ	C V C C V C
2006	SPyongan	animal	cɨm-sɨŋ	cɨm-sɨŋ	tɕ ɨ m s ɨ ŋ		4_animal-1	297	tɕ ɨ m s ɨ ŋ	C V C C V C	tɕ ɨ m s ɨ ŋ	tɕ ɨ m s ɨ ŋ	C V C C V C
1552	Gangwon	ash	cɛ	cɛ	tɕ ɛ		5_ash-1	311	tɕ ɛ	C V	- - - tɕ ɛ	tɕ ɛ	C V
1339	Gyeonggi	ash	cɛ	cɛ	tɕ ɛ		5_ash-1	311	tɕ ɛ	C V	- - - tɕ ɛ	tɕ ɛ	C V
1680	Hwanghae	ash	cɛ	cɛ	tɕ ɛ		5_ash-1	311	tɕ ɛ	C V	- - - tɕ ɛ	tɕ ɛ	C V
102	Jeju	ash	pul-cʰi	pul-cʰi	tɕʰ i		5_ash-1	311	tɕʰ i	C V	p u l tɕʰ i	p u l tɕʰ i	C V C C V
1124	NChungcheong	ash	cɛ	cɛ	tɕ ɛ		5_ash-1	311	tɕ ɛ	C V	- - - tɕ ɛ	tɕ ɛ	C V
